year	compromiseName	compromiseSlug	attribute	attributeIcon	indicatorId	intent	hasOnlyCity	isPrimary	hasBreachs	warning	description
2018	Mayor integración social y calidad de barrios y viviendas	living_place_integrity	Déficit habitacional cualitativo	icon_c04_a04.svg	IS_31	negative					Porcentaje de viviendas particulares que requieren mejoras de materialidad y/o servicios básicos
2018	Mayor integración social y calidad de barrios y viviendas	living_place_integrity	Déficit habitacional cuantitativo	icon_c04_a05.svg	IS_32	negative		1			Requerimiento de viviendas nuevas urbanas
2018	Mayor integración social y calidad de barrios y viviendas	living_place_integrity	Déficit habitacional cuantitativo	icon_c04_a05.svg	IS_33	negative					Porcentaje de viviendas en situación de hacinamiento
2018	Mayor integración social y calidad de barrios y viviendas	living_place_integrity	Déficit habitacional cuantitativo	icon_c04_a05.svg	IS_34	negative					Porcentaje de viviendas con situación de allegamiento externo
2018	Mayor integración social y calidad de barrios y viviendas	living_place_integrity	Hogares en situación de pobreza	icon_c04_a06.svg	IS_36	negative					Porcentaje de la población en situación de pobreza (pobreza por ingresos MDS)
2018	Mayor integración social y calidad de barrios y viviendas	living_place_integrity	Hogares en situación de pobreza	icon_c04_a06.svg	IS_37	negative					Porcentaje de la población en situación de pobreza (pobreza multidimensional MDS)
2018	Mayor integración social y calidad de barrios y viviendas	living_place_integrity	Proximidad residencial de grupos de distinto NSE	icon_c04_a07.svg	IS_39	positive					Porcentaje de unidades vecinales de la comuna que tienen entre 20% y 60% de hogares vulnerables.
2018	Mayor integración social y calidad de barrios y viviendas	living_place_integrity	Proximidad residencial de grupos de distinto NSE	icon_c04_a07.svg	IS_39a	negative					Índice de segregación de la población vulnerable
2018	Mayor integración social y calidad de barrios y viviendas	living_place_integrity	Seguridad ciudadana	icon_c04_a08.svg	IS_58	negative					Número de denuncias por delito en el espacio público cada 100 habitantes
2018	Más y mejor planificación de ciudades y regiones	planning_quality	Conectividad e integración espacial con el entorno urbano de urbanizaciones nuevas y existentes	icon_c05_a01.svg	IS_20	positive					Porcentaje de continuidad de la infraestructura vial en las áreas de crecimiento urbano
2018	Más y mejor planificación de ciudades y regiones	planning_quality	Consumo y uso eficiente del suelo urbano	icon_c05_a02.svg	DE_48	negative					Porcentaje de superficie no construida (sitios eriazos) en áreas urbanas
2018	Más y mejor planificación de ciudades y regiones	planning_quality	Consumo y uso eficiente del suelo urbano	icon_c05_a02.svg	EA_31	negative		1			Tasa de crecimiento anual de la extensión física urbana
2018	Más y mejor planificación de ciudades y regiones	planning_quality	Consumo y uso eficiente del suelo urbano	icon_c05_a02.svg	IS_5	negative					Diferencia entre el valor de suelo más alto y el más bajo entre las áreas homogéneas (urbanas) definidas por el Servicio de Impuestos Internos
2018	Más y mejor planificación de ciudades y regiones	planning_quality	Exposición de la población a desastres naturales	icon_c05_a03.svg	EA_48	negative					Porcentaje de población expuesta a inundación por tsunami
2018	Más y mejor planificación de ciudades y regiones	planning_quality	Proceso de descentralización urbana	icon_c05_a04.svg	IG_1	positive					Porcentaje de la inversión nacional a escala comunal en la que participa el municipio como institución contratante
2018	Más y mejor planificación de ciudades y regiones	planning_quality	Planificación urbana	icon_c05_a05.svg	IG_66	boolean					Plan regulador comunal actualizado
2018	Mayor crecimiento económico inclusivo y sostenible para el desarrollo urbano	economy_growth	Autonomía y gestión municipal	icon_c06_a01.svg	DE_3	negative					Participación del Fondo Común Municipal (FCM) en el ingreso municipal total (descontadas las transferencias)
2018	Mayor crecimiento económico inclusivo y sostenible para el desarrollo urbano	economy_growth	Estado y calidad del mercado laboral	icon_c06_a02.svg	DE_99	positive					Porcentaje de ocupados que trabajan en el sector primario
2018	Mayor crecimiento económico inclusivo y sostenible para el desarrollo urbano	economy_growth	Estado y calidad del mercado laboral	icon_c06_a02.svg	DE_100	positive					Porcentaje de ocupados que trabajan en el sector secundario
2018	Mayor crecimiento económico inclusivo y sostenible para el desarrollo urbano	economy_growth	Estado y calidad del mercado laboral	icon_c06_a02.svg	DE_101	positive					Porcentaje de ocupados que trabajan en el sector terciario
2018	Mayor crecimiento económico inclusivo y sostenible para el desarrollo urbano	economy_growth	Estado y calidad del mercado laboral	icon_c06_a02.svg	DE_18	negative		1			Tasa de desocupación
2018	Mayor crecimiento económico inclusivo y sostenible para el desarrollo urbano	economy_growth	Estado y calidad del mercado laboral	icon_c06_a02.svg	DE_98	negative					Porcentaje de ocupados por cuenta propia, respecto del total de personas ocupadas
2018	Mayor protección de nuestro patrimonio cultural	patrimony_protection	Coherencia de fondos públicos	icon_c07_a01.svg	IP_6	positive					Porcentaje de inversión pública destinada a proyectos que tienen procesos de intervención de restauración de inmuebles patrimoniales sobre el total de inversión destinada a proyectos con recomendación favorable.
2018	Mayor protección de nuestro patrimonio cultural	patrimony_protection	Coherencia de la norma aplicada, a inmuebles y áreas patrimoniales	icon_c07_a02.svg	IP_34	boolean					Zonas de Conservación Histórica (ZCH) con norma urbana específica (Plano Seccional/ Plano de Detalle) en Instrumentos de Planificación Territorial (IPT's)
2018	Mayor protección de nuestro patrimonio cultural	patrimony_protection	Coherencia de la norma aplicada, a inmuebles y áreas patrimoniales	icon_c07_a02.svg	IP_34a	boolean					Zonas de Conservación Histórica (ZCH) con norma arquitectónica específica (Plano Seccional / Plano de Detalle) en Instrumentos de Planificación Territorial (IPT's)
2018	Mayor protección de nuestro patrimonio cultural	patrimony_protection	Coherencia de la norma aplicada, a inmuebles y áreas patrimoniales	icon_c07_a02.svg	IP_48	boolean		1			Plan Regulador Comunal (PRC) reconoce inmuebles y/o zonas de conservación histórica
2018	Mayor protección de nuestro patrimonio cultural	patrimony_protection	Valoración económica, social, paisajística, ambiental y cultural en IPT's	icon_c07_a03.svg	IP_43	positive					Porcentaje de zonas típicas con lineamientos de intervención aprobados
2018	Mayor protección de nuestro patrimonio cultural	patrimony_protection	Valoración económica, social, paisajística, ambiental y cultural en IPT's	icon_c07_a03.svg	IP_43a	positive					Porcentaje de zonas típicas con lineamientos de intervención en desarrollo
2018	Mayor y mejor participación de la sociedad civil en las decisiones de desarrollo urbano	civil_participation	Compromiso y participación en el desarrollo comunal	icon_c08_a01.svg	IP_47	positive		1			Número de organizaciones de la sociedad civil por cada 1.000 habitantes
2018	Mayor y mejor participación de la sociedad civil en las decisiones de desarrollo urbano	civil_participation	Compromiso y participación en el desarrollo comunal	icon_c08_a01.svg	IP_47a	positive					Número de organizaciones comunitarias por cada 1.000 habitantes
2018	Mayor y mejor participación de la sociedad civil en las decisiones de desarrollo urbano	civil_participation	Implementación de procesos de participación temprana en proyectos urbanos de alto impacto a nivel del desarrollo urbano	icon_c08_a02.svg	IG_22	positive					Porcentaje de proyectos urbanos de alto impacto con Participación Ciudadana Anticipada (PACA)
2018	Mayor y mejor participación de la sociedad civil en las decisiones de desarrollo urbano	civil_participation	Inclusión de la comunidad en la toma de decisiones para la inversión local	icon_c08_a03.svg	IG_92	boolean					El Municipio cuenta con mecanismos de presupuestos participativos
2018	Mayor y mejor participación de la sociedad civil en las decisiones de desarrollo urbano	civil_participation	Participación ciudadana en proyectos concursables para el mejoramiento urbano	icon_c08_a04.svg	IG_91	positive					Monto total per cápita, en pesos, de fondos entregados por el municipio a la comunidad vía proyectos concursables para el mejoramiento urbano
2018	Mayor y mejor participación de la sociedad civil en las decisiones de desarrollo urbano	civil_participation	Participación electoral	icon_c08_a05.svg	IG_90	positive					Porcentaje de participación en las elecciones municipales, por comuna
2019	Mejor acceso a servicios y equipamientos públicos básicos	service_access	Accesibilidad a áreas verdes	icon_c01_a01.svg	BPU_20	negative					Distancia a plazas públicas
2019	Mejor acceso a servicios y equipamientos públicos básicos	service_access	Accesibilidad a áreas verdes	icon_c01_a01.svg	BPU_21	positive					Superficie de plazas públicas por habitante que cumple estándar de distancia (400 metros)
2019	Mejor acceso a servicios y equipamientos públicos básicos	service_access	Accesibilidad a áreas verdes	icon_c01_a01.svg	BPU_22	negative					Distancia a parques públicos
2019	Mejor acceso a servicios y equipamientos públicos básicos	service_access	Accesibilidad a áreas verdes	icon_c01_a01.svg	BPU_23	positive					Superficie de parques públicos por habitante que cumple estándar de distancia (3000 metros)
2019	Mejor acceso a servicios y equipamientos públicos básicos	service_access	Accesibilidad a áreas verdes	icon_c01_a01.svg	BPU_28a	positive					Porcentaje de población atendida por el sistema de plazas públicas
2019	Mejor acceso a servicios y equipamientos públicos básicos	service_access	Accesibilidad a áreas verdes	icon_c01_a01.svg	BPU_28b	positive					Porcentaje de población atendida por el sistema de parques públicos
2019	Mejor acceso a servicios y equipamientos públicos básicos	service_access	Accesibilidad a áreas verdes	icon_c01_a01.svg	BPU_29	positive		1			Superficie de áreas verdes públicas por habitante
2019	Mejor acceso a servicios y equipamientos públicos básicos	service_access	Accesibilidad a salud primaria pública	icon_c01_a02.svg	BPU_7	negative					Distancia a centros de salud primaria
2019	Mejor acceso a servicios y equipamientos públicos básicos	service_access	Accesibilidad a salud primaria pública	icon_c01_a02.svg	BPU_8	positive					Cantidad de jornadas diarias completas de trabajo de médicos en salud primaria por cada 10.000 habitantes
2019	Mejor acceso a servicios y equipamientos públicos básicos	service_access	Accesibilidad educación básica	icon_c01_a03.svg	BPU_3	negative					Distancia a establecimientos de educación básica
2019	Mejor acceso a servicios y equipamientos públicos básicos	service_access	Accesibilidad educación básica	icon_c01_a03.svg	BPU_4	positive					Razón entre disponibilidad efectiva de matrículas y demanda potencial por educación básica
2019	Mejor acceso a servicios y equipamientos públicos básicos	service_access	Accesibilidad educación inicial	icon_c01_a04.svg	BPU_1	negative					Distancia a establecimientos de educación inicial
2019	Mejor acceso a movilidad sustentable	movility_access	Accesibilidad y cobertura del transporte público	icon_c02_a01.svg	BPU_25	negative		1			Distancia a paraderos de transporte público mayor
2019	Mejor acceso a movilidad sustentable	movility_access	Accesibilidad y cobertura del transporte público	icon_c02_a01.svg	BPU_26	positive					Densidad de oferta planificada de transporte público mayor en periodo punta mañana, por persona
2019	Mejor acceso a movilidad sustentable	movility_access	Accesibilidad y cobertura del transporte público	icon_c02_a01.svg	BPU_26*	positive					Densidad de la oferta real de transporte público mayor en periodo punta mañana, por persona
2019	Mejor acceso a movilidad sustentable	movility_access	Accesibilidad y cobertura del transporte público	icon_c02_a01.svg	BPU_26b	positive					Densidad de oferta planificada de transporte público menor en periodo punta mañana, por persona
2019	Mejor acceso a movilidad sustentable	movility_access	Accesibilidad y cobertura del transporte público	icon_c02_a01.svg	DE_36	positive					Porcentaje de la población dentro del área de influencia de la red de transporte público mayor
2019	Mejor acceso a movilidad sustentable	movility_access	Condiciones para la movilidad activa	icon_c02_a02.svg	EA_93	positive					Porcentaje de cobertura de la red de ciclovía sobre la red vial
2019	Mejor acceso a movilidad sustentable	movility_access	Conectividad urbana	icon_c02_a03.svg	DE_25	positive					Promedio de intersecciones relevantes cada 1,44 km²
2019	Mejor acceso a movilidad sustentable	movility_access	Congestión	icon_c02_a04.svg	DE_33	negative					Relación entre el tiempo de viaje en hora punta respecto del tiempo de viaje fuera de hora punta
2019	Mejor acceso a movilidad sustentable	movility_access	Partición modal	icon_c02_a05.svg	DE_102	positive					Partición modal del transporte público (número de viajes en transporte público respecto al número total de viajes)
2019	Mejor acceso a movilidad sustentable	movility_access	Partición modal	icon_c02_a05.svg	DE_105	positive					Partición modal del transporte sustentable (suma de viajes en transporte público, caminata y bicicleta respecto al número total de viajes)
2019	Mejor acceso a movilidad sustentable	movility_access	Seguridad vial	icon_c02_a06.svg	DE_28	negative					Número de víctimas mortales en siniestros de tránsito por cada 100.000 habitantes
2019	Mejor acceso a movilidad sustentable	movility_access	Seguridad vial	icon_c02_a06.svg	DE_31	negative					Número de víctimas lesionadas en siniestros de tránsito por cada 100.000 habitantes
2019	Mejor acceso a movilidad sustentable	movility_access	Tiempos de viaje	icon_c02_a07.svg	DE_16	negative					Tiempo de viaje en hora punta mañana
2019	Mejor acceso a movilidad sustentable	movility_access	Tiempos de viaje	icon_c02_a07.svg	DE_29	negative					Tiempo de viaje en transporte público en hora punta mañana
2019	Mejor calidad del medio ambiente urbano	ambiental_quality	Contaminación Atmosférica	icon_c03_a01.svg	EA_16	boolean		1			Cumplimiento norma anual de Material Particulado 2.5
2019	Mejor calidad del medio ambiente urbano	ambiental_quality	Contaminación por ruido	icon_c03_a02.svg	EA_10	negative					Porcentaje de personas potencialmente expuestas a niveles de ruido diurno inaceptables (Ln > 65 dBA OCDE)
2019	Mejor calidad del medio ambiente urbano	ambiental_quality	Contaminación por ruido	icon_c03_a02.svg	EA_90	negative					Porcentaje de personas potencialmente expuestas a niveles de ruido nocturno inaceptables (Ln > 55 dBA OCDE)
2019	Mejor calidad del medio ambiente urbano	ambiental_quality	Eficiencia de uso del Agua Potable	icon_c03_a03.svg	EA_8	negative					Consumo de agua potable residencial per cápita al día
2019	Mejor calidad del medio ambiente urbano	ambiental_quality	Eficiencia de uso del Agua Potable	icon_c03_a03.svg	EA_9	negative					Porcentaje de agua no facturada
2019	Mejor calidad del medio ambiente urbano	ambiental_quality	Eficiencia en la gestión de residuos	icon_c03_a04.svg	EA_34	negative					Cantidad (kg) de disposición final de residuos sólidos urbanos per cápita
2019	Mejor calidad del medio ambiente urbano	ambiental_quality	Eficiencia en la gestión de residuos	icon_c03_a04.svg	EA_35	negative					Número de microbasurales por cada 10.000 habitantes
2019	Mejor calidad del medio ambiente urbano	ambiental_quality	Eficiencia Energética	icon_c03_a05.svg	EA_22	negative					Consumo de energía eléctrica per cápita residencial
2019	Mejor calidad del medio ambiente urbano	ambiental_quality	Eficiencia Energética	icon_c03_a05.svg	EA_22a	negative					Consumo de energía eléctrica per cápita no residencial
2019	Mejor calidad del medio ambiente urbano	ambiental_quality	Eficiencia Energética	icon_c03_a05.svg	EA_23	positive					Porcentaje de aporte de energía eléctrica de origen domiciliario
2019	Mejor calidad del medio ambiente urbano	ambiental_quality	Infraestructura Ecológica	icon_c03_a06.svg	IP_33a	positive					Superficie del Continuo de Construcciones Urbanas (CCU)
2019	Mejor calidad del medio ambiente urbano	ambiental_quality	Infraestructura Ecológica	icon_c03_a06.svg	IP_33b	positive					Superficie de suelos de alto valor agrícola, según clases de suelo, próximas al CCU
2019	Mejor calidad del medio ambiente urbano	ambiental_quality	Infraestructura Ecológica	icon_c03_a06.svg	IP_33c	positive					Superficie de sitios prioritarios para la conservación próximos al CCU
2019	Mayor integración social y calidad de barrios y viviendas	living_place_integrity	Accesibilidad Digital Domiciliaria	icon_c04_a01.svg	BPU_24	positive					Tasa de conexiones residenciales fijas de internet por cada 1.000 viviendas particulares
2019	Mayor integración social y calidad de barrios y viviendas	living_place_integrity	Acceso a servicios energéticos básicos domiciliarios	icon_c04_a02.svg	IS_91	negative					Indisponibilidad de suministro eléctrico - indicador SAIDI anual
2019	Mayor integración social y calidad de barrios y viviendas	living_place_integrity	Calidad del espacio público	icon_c04_a03.svg	IS_40	positive					Porcentaje de manzanas con veredas con buena calidad de pavimento
2019	Mayor integración social y calidad de barrios y viviendas	living_place_integrity	Déficit habitacional cualitativo	icon_c04_a04.svg	IS_31	negative					Porcentaje de viviendas particulares que requieren mejoras de materialidad y/o servicios básicos
2019	Mayor integración social y calidad de barrios y viviendas	living_place_integrity	Déficit habitacional cuantitativo	icon_c04_a05.svg	IS_32	negative		1			Requerimiento de viviendas nuevas urbanas
2019	Mayor integración social y calidad de barrios y viviendas	living_place_integrity	Déficit habitacional cuantitativo	icon_c04_a05.svg	IS_33	negative					Porcentaje de viviendas en situación de hacinamiento
2019	Mayor integración social y calidad de barrios y viviendas	living_place_integrity	Déficit habitacional cuantitativo	icon_c04_a05.svg	IS_34	negative					Porcentaje de viviendas con situación de allegamiento externo
2019	Mayor integración social y calidad de barrios y viviendas	living_place_integrity	Hogares en situación de pobreza	icon_c04_a06.svg	IS_36	negative					Porcentaje de la población en situación de pobreza (pobreza por ingresos MDS)
2019	Mayor integración social y calidad de barrios y viviendas	living_place_integrity	Hogares en situación de pobreza	icon_c04_a06.svg	IS_37	negative					Porcentaje de la población en situación de pobreza (pobreza multidimensional MDS)
2019	Mayor integración social y calidad de barrios y viviendas	living_place_integrity	Proximidad residencial de grupos de distinto NSE	icon_c04_a07.svg	IS_39	positive					Porcentaje de unidades vecinales de la comuna que tienen entre 20% y 60% de hogares vulnerables.
2019	Mayor integración social y calidad de barrios y viviendas	living_place_integrity	Proximidad residencial de grupos de distinto NSE	icon_c04_a07.svg	IS_39a	negative					Índice de segregación de la población vulnerable
2019	Mayor integración social y calidad de barrios y viviendas	living_place_integrity	Seguridad ciudadana	icon_c04_a08.svg	IS_58	negative					Número de denuncias por delito en el espacio público cada 100 habitantes
2019	Más y mejor planificación de ciudades y regiones	planning_quality	Conectividad e integración espacial con el entorno urbano de urbanizaciones nuevas y existentes	icon_c05_a01.svg	IS_20	positive					Porcentaje de continuidad de la infraestructura vial en las áreas de crecimiento urbano
2019	Más y mejor planificación de ciudades y regiones	planning_quality	Consumo y uso eficiente del suelo urbano	icon_c05_a02.svg	DE_48	negative					Porcentaje de superficie no construida (sitios eriazos) en áreas urbanas
2019	Más y mejor planificación de ciudades y regiones	planning_quality	Consumo y uso eficiente del suelo urbano	icon_c05_a02.svg	EA_31	negative		1			Tasa de crecimiento anual de la extensión física urbana
2019	Más y mejor planificación de ciudades y regiones	planning_quality	Consumo y uso eficiente del suelo urbano	icon_c05_a02.svg	IS_5	negative					Diferencia entre el valor de suelo más alto y el más bajo entre las áreas homogéneas (urbanas) definidas por el Servicio de Impuestos Internos
2019	Más y mejor planificación de ciudades y regiones	planning_quality	Exposición de la población a desastres naturales	icon_c05_a03.svg	EA_48	negative					Porcentaje de población expuesta a inundación por tsunami
2019	Más y mejor planificación de ciudades y regiones	planning_quality	Proceso de descentralización urbana	icon_c05_a04.svg	IG_1	positive					Porcentaje de la inversión nacional a escala comunal en la que participa el municipio como institución contratante
2019	Más y mejor planificación de ciudades y regiones	planning_quality	Planificación urbana	icon_c05_a05.svg	IG_66	boolean					Plan regulador comunal actualizado
2019	Mayor crecimiento económico inclusivo y sostenible para el desarrollo urbano	economy_growth	Autonomía y gestión municipal	icon_c06_a01.svg	DE_3	negative					Participación del Fondo Común Municipal (FCM) en el ingreso municipal total (descontadas las transferencias)
2019	Mayor crecimiento económico inclusivo y sostenible para el desarrollo urbano	economy_growth	Estado y calidad del mercado laboral	icon_c06_a02.svg	DE_99	positive					Porcentaje de ocupados que trabajan en el sector primario
2019	Mayor crecimiento económico inclusivo y sostenible para el desarrollo urbano	economy_growth	Estado y calidad del mercado laboral	icon_c06_a02.svg	DE_100	positive					Porcentaje de ocupados que trabajan en el sector secundario
2019	Mayor crecimiento económico inclusivo y sostenible para el desarrollo urbano	economy_growth	Estado y calidad del mercado laboral	icon_c06_a02.svg	DE_101	positive					Porcentaje de ocupados que trabajan en el sector terciario
2019	Mayor crecimiento económico inclusivo y sostenible para el desarrollo urbano	economy_growth	Estado y calidad del mercado laboral	icon_c06_a02.svg	DE_18	negative		1			Tasa de desocupación
2019	Mayor crecimiento económico inclusivo y sostenible para el desarrollo urbano	economy_growth	Estado y calidad del mercado laboral	icon_c06_a02.svg	DE_98	negative					Porcentaje de ocupados por cuenta propia, respecto del total de personas ocupadas
2019	Mayor protección de nuestro patrimonio cultural	patrimony_protection	Coherencia de fondos públicos	icon_c07_a01.svg	IP_6	positive					Porcentaje de inversión pública destinada a proyectos que tienen procesos de intervención de restauración de inmuebles patrimoniales sobre el total de inversión destinada a proyectos con recomendación favorable.
2019	Mayor protección de nuestro patrimonio cultural	patrimony_protection	Coherencia de la norma aplicada, a inmuebles y áreas patrimoniales	icon_c07_a02.svg	IP_34	boolean					Zonas de Conservación Histórica (ZCH) con norma urbana específica (Plano Seccional/ Plano de Detalle) en Instrumentos de Planificación Territorial (IPT's)
2019	Mayor protección de nuestro patrimonio cultural	patrimony_protection	Coherencia de la norma aplicada, a inmuebles y áreas patrimoniales	icon_c07_a02.svg	IP_34a	boolean					Zonas de Conservación Histórica (ZCH) con norma arquitectónica específica (Plano Seccional / Plano de Detalle) en Instrumentos de Planificación Territorial (IPT's)
